T;WV;WK;BZ;SPR;WBER;ABG;UNG;SPOE;FPOE;OEVP;GRUE;NEOS;WWW;ANDAS;GFW;SLP;WIFF;M;FREIE
4;1;2;9;3;828;504;6;231;74;46;93;36;5;12;1;0;0;0;0
4;1;8;13;2;1119;606;16;219;174;87;55;44;0;7;4;0;0;0;0
4;1;5;10;64;877;526;24;198;224;22;22;16;1;3;16;0;0;0;0
4;1;6;11;71;656;334;1;122;137;25;25;20;0;1;3;0;0;0;0
4;1;16;21;15;910;571;26;206;216;45;28;28;0;5;7;0;10;0;0
4;1;3;2;74;408;237;4;104;97;8;13;6;1;1;3;0;0;0;0
4;1;15;20;24;1066;639;32;274;217;30;36;28;1;3;17;1;0;0;0
4;1;5;10;13;949;490;11;192;233;11;17;9;1;5;11;0;0;0;0
4;1;4;3;15;385;262;6;98;56;31;38;30;1;2;0;0;0;0;0
4;1;7;12;51;682;486;10;164;142;57;68;36;1;8;0;0;0;0;0
4;1;14;19;72;567;339;1;113;57;90;21;54;1;2;0;0;0;0;0
4;1;6;11;43;767;523;16;226;215;19;17;19;2;6;3;0;0;0;0
4;1;2;9;30;800;450;12;157;72;80;63;63;0;3;0;0;0;0;0
4;1;3;2;37;501;280;4;121;55;19;57;18;2;1;3;0;0;0;0
4;1;18;23;78;661;426;5;168;160;35;26;30;1;1;0;0;0;0;0
4;1;8;13;8;647;408;11;137;89;80;51;33;1;6;0;0;0;0;0
4;1;17;22;124;806;571;22;236;203;44;35;21;0;5;4;0;0;1;0
4;1;4;3;66;796;423;19;171;176;8;16;11;0;3;19;0;0;0;0
4;1;2;9;17;729;377;3;150;81;39;72;28;1;3;0;0;0;0;0
4;1;2;7;19;791;495;10;151;76;62;131;58;2;3;2;0;0;0;0
4;1;17;22;81;1148;789;21;297;261;51;88;58;2;6;3;0;0;2;0
4;1;1;5;1;575;339;2;140;50;30;90;20;2;5;0;0;0;0;0
4;1;18;23;89;722;480;26;179;224;13;13;13;2;3;7;0;0;0;0
4;1;1;5;8;723;459;11;186;84;46;90;32;0;8;1;0;0;0;1
4;1;2;9;25;907;544;11;180;86;83;100;70;0;13;1;0;0;0;0
4;1;7;12;28;971;595;10;235;207;47;47;33;1;5;10;0;0;0;0
4;1;4;3;26;810;447;16;194;144;30;29;17;3;9;5;0;0;0;0
4;1;1;1;12;656;372;7;108;81;78;38;57;0;2;1;0;0;0;0
4;1;3;2;58;595;345;5;115;86;31;65;24;3;9;7;0;0;0;0
4;1;6;11;31;737;425;5;141;182;38;21;25;0;4;9;0;0;0;0
4;1;5;10;95;934;570;9;239;253;28;17;18;1;4;1;0;0;0;0
4;1;16;21;76;843;511;23;192;221;23;20;15;0;6;0;0;11;0;0
4;1;8;13;12;818;574;14;145;133;144;68;65;0;5;0;0;0;0;0
4;1;11;16;16;611;337;9;140;102;20;39;14;0;5;8;0;0;0;0
4;1;9;14;5;580;357;5;143;95;47;40;23;0;1;3;0;0;0;0
4;1;3;2;41;438;275;14;94;75;29;37;19;1;6;0;0;0;0;0
4;1;7;12;64;882;622;18;225;230;54;47;42;0;3;3;0;0;0;0
4;1;18;23;61;777;577;28;209;178;81;45;28;1;6;1;0;0;0;0
4;1;18;23;83;717;435;18;204;172;12;7;12;0;3;7;0;0;0;0
4;1;12;17;13;946;556;11;227;114;57;92;28;0;19;8;0;0;0;0
4;1;15;20;46;712;400;20;155;84;26;69;25;2;9;10;0;0;0;0
4;1;1;1;8;590;317;6;106;70;57;27;47;2;2;0;0;0;0;0
4;1;16;21;105;906;503;10;160;297;5;11;5;1;4;5;0;5;0;0
4;1;13;18;21;992;566;20;176;85;103;119;54;0;8;1;0;0;0;0
4;1;16;21;121;931;644;11;204;320;31;23;31;1;4;1;0;18;0;0
4;1;16;21;123;757;526;12;152;200;33;72;34;1;5;9;0;8;0;0
4;1;3;2;28;725;443;15;199;79;19;93;24;1;12;1;0;0;0;0
4;1;17;22;83;703;487;21;206;139;47;53;16;0;2;1;0;0;2;0
4;1;1;1;19;0;2336;30;740;467;533;277;273;4;6;4;0;0;0;2
4;1;9;14;22;963;630;17;218;189;79;72;44;2;8;1;0;0;0;0
4;1;5;10;56;584;331;23;107;161;15;8;8;0;1;8;0;0;0;0
4;1;2;9;1;762;461;3;167;78;56;89;59;1;8;0;0;0;0;0
4;1;9;14;57;1167;816;8;273;254;90;114;59;3;15;0;0;0;0;0
4;1;5;10;19;556;288;9;112;97;27;23;11;1;6;2;0;0;0;0
4;1;17;22;142;365;253;5;106;113;9;8;2;0;5;5;0;0;0;0
4;1;17;22;152;591;415;36;148;127;16;53;27;0;4;3;0;0;1;0
4;1;16;21;59;760;577;20;194;193;89;41;25;0;5;5;0;5;0;0
4;1;17;22;138;794;524;13;185;228;45;19;27;0;2;3;0;0;2;0
4;1;12;17;28;1087;712;11;292;187;100;67;49;1;3;2;0;0;0;0
4;1;2;9;28;717;425;3;135;74;60;97;50;1;5;0;0;0;0;0
4;1;1;6;6;812;470;3;190;95;29;98;35;2;16;2;0;0;0;0
4;1;3;2;87;492;278;3;101;65;25;49;30;1;4;0;0;0;0;0
4;1;16;21;100;928;588;22;153;255;83;34;29;1;4;2;0;5;0;0
4;1;1;4;8;965;563;6;186;109;69;127;53;1;11;1;0;0;0;0
4;1;4;3;24;835;482;6;236;168;19;15;5;0;1;32;0;0;0;0
4;1;11;16;68;652;354;7;147;149;8;26;7;2;6;2;0;0;0;0
4;1;4;3;17;464;261;6;97;63;19;39;22;3;8;4;0;0;0;0
4;1;2;9;6;709;452;5;164;79;52;84;61;0;2;5;0;0;0;0
4;1;15;20;23;802;469;14;212;165;24;10;5;1;3;35;0;0;0;0
4;1;1;6;5;634;322;5;131;95;23;42;24;0;1;1;0;0;0;0
4;1;14;19;3;783;462;3;189;141;45;36;37;0;9;2;0;0;0;0
4;1;6;11;12;963;575;23;233;105;36;105;51;1;21;0;0;0;0;0
4;1;7;12;25;699;374;13;155;105;24;47;20;1;2;7;0;0;0;0
4;1;13;18;38;856;541;6;169;95;127;61;79;1;3;0;0;0;0;0
4;1;9;14;58;983;645;4;228;238;66;51;40;4;9;5;0;0;0;0
4;1;2;7;25;762;416;8;146;65;35;120;24;4;12;2;0;0;0;0
4;1;6;11;57;976;606;20;222;289;23;15;17;1;3;16;0;0;0;0
4;1;16;21;69;714;472;14;167;223;24;15;18;0;2;2;0;7;0;0
4;1;16;21;64;891;602;30;210;274;25;27;19;4;3;1;0;9;0;0
4;1;6;11;66;1144;729;27;238;351;31;26;29;3;14;10;0;0;0;0
4;1;3;2;86;553;367;13;130;99;24;64;31;2;4;0;0;0;0;0
4;1;1;6;13;718;448;1;180;77;52;99;30;3;6;0;0;0;0;0
4;1;18;23;20;561;387;9;125;125;47;44;27;1;8;1;0;0;0;0
4;1;5;10;47;905;523;20;188;196;29;46;29;0;6;9;0;0;0;0
4;1;16;21;71;720;426;16;207;140;33;10;10;0;3;2;0;5;0;0
4;1;17;22;7;793;422;28;169;173;8;16;11;3;8;6;0;0;0;0
4;1;10;15;37;804;437;3;163;89;25;105;39;0;6;7;0;0;0;0
4;1;2;7;14;793;485;10;206;115;34;84;28;2;6;0;0;0;0;0
4;1;7;12;53;1192;791;18;345;300;47;45;20;3;3;10;0;0;0;0
4;1;18;23;38;661;455;16;163;109;85;29;52;0;1;0;0;0;0;0
4;1;13;18;31;848;561;7;187;131;105;62;63;0;4;2;0;0;0;0
4;1;15;20;26;889;575;51;259;205;23;14;10;0;4;9;0;0;0;0
4;1;17;22;70;868;498;16;175;227;23;21;28;0;6;0;0;0;2;0
4;1;7;12;27;1016;626;7;276;211;38;52;23;5;10;4;0;0;0;0
4;1;14;19;27;879;549;34;233;182;28;32;14;3;6;17;0;0;0;0
4;1;1;4;7;978;577;16;218;92;60;110;75;1;5;0;0;0;0;0
4;1;18;23;44;1026;577;8;239;163;63;55;41;1;3;4;0;0;0;0
4;1;17;22;113;880;552;15;219;203;51;30;27;2;3;2;0;0;0;0
4;1;5;10;9;416;230;17;92;67;14;21;9;1;3;6;0;0;0;0
4;1;2;7;8;575;359;7;121;61;28;102;31;0;8;1;0;0;0;0
4;1;9;14;33;1062;647;9;238;238;72;45;34;1;4;6;0;0;0;0
4;1;10;15;11;880;464;12;167;121;23;115;15;0;6;5;0;0;0;0
4;1;2;7;9;724;439;7;143;59;44;131;46;1;6;2;0;0;0;0
4;1;17;22;1;840;539;12;233;131;41;70;39;4;4;5;0;0;0;0
4;1;15;20;59;0;6010;69;2596;1595;426;839;347;10;67;50;11;0;0;0
4;1;4;3;32;809;497;18;174;120;49;74;52;2;5;3;0;0;0;0
4;1;9;14;9;870;537;18;187;123;65;90;48;1;3;2;0;0;0;0
4;1;11;16;80;836;546;24;205;203;35;40;36;0;1;2;0;0;0;0
4;1;1;6;12;856;567;10;209;84;53;142;59;0;7;1;0;0;0;2
4;1;14;19;43;701;481;7;151;107;99;46;68;0;2;1;0;0;0;0
4;1;17;22;4;428;253;14;82;92;27;18;16;1;3;0;0;0;0;0
4;1;5;10;6;655;356;9;139;131;16;24;17;0;4;16;0;0;0;0
4;1;17;22;12;950;582;19;223;192;56;46;38;2;3;1;0;0;2;0
4;1;5;10;10;775;427;6;171;142;35;32;24;0;8;9;0;0;0;0
4;1;2;7;4;478;308;4;104;51;30;89;26;1;3;0;0;0;0;0
4;1;1;5;3;1129;664;9;278;102;47;154;46;3;21;3;0;0;0;1
4;1;16;21;87;979;662;37;325;229;29;9;9;0;2;13;0;9;0;0
4;1;3;2;26;580;377;4;145;57;26;97;37;0;10;1;0;0;0;0
4;1;9;14;59;1116;702;15;278;244;46;65;40;4;7;3;0;0;0;0
4;1;2;9;10;659;408;11;131;70;37;103;46;0;9;1;0;0;0;0
4;1;17;22;30;806;485;15;177;217;27;24;18;1;4;2;0;0;0;0
4;1;7;12;57;994;567;19;308;160;22;12;12;1;1;32;0;0;0;0
4;1;6;11;25;669;364;3;148;132;19;29;21;0;3;9;0;0;0;0
4;1;5;10;5;531;277;20;104;104;12;17;6;0;3;11;0;0;0;0
4;1;5;10;98;767;447;28;179;208;13;11;3;2;1;2;0;0;0;0
4;1;16;21;58;837;580;24;208;184;71;53;29;1;3;0;0;7;0;0
4;1;1;4;13;979;557;22;188;117;57;115;44;0;13;0;0;0;0;1
4;1;16;21;32;841;476;15;183;192;15;34;18;1;4;8;0;6;0;0
4;1;16;21;22;780;492;28;160;194;45;26;24;1;5;2;0;7;0;0
4;1;6;11;5;861;536;6;146;267;27;31;35;1;4;19;0;0;0;0
4;1;4;3;65;870;434;6;166;127;47;50;30;3;3;2;0;0;0;0
4;1;16;21;111;881;639;15;203;312;35;31;19;1;5;1;0;17;0;0
4;1;17;22;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;9;14;40;1031;662;10;243;132;92;109;63;3;6;4;0;0;0;0
4;1;13;18;17;765;463;11;174;78;62;86;39;0;12;1;0;0;0;0
4;1;2;7;1;753;443;11;155;58;54;111;48;1;4;1;0;0;0;0
4;1;7;12;19;782;430;12;170;184;17;14;12;4;2;15;0;0;0;0
4;1;18;23;92;801;545;23;228;190;28;45;26;0;5;0;0;0;0;0
4;1;13;18;37;738;473;10;139;84;120;61;56;1;2;0;0;0;0;0
4;1;16;21;119;775;593;22;189;187;99;44;42;1;1;0;0;8;0;0
4;1;7;12;48;731;452;18;164;132;41;57;37;1;2;0;0;0;0;0
4;1;2;9;37;0;4828;32;1772;782;640;1066;465;7;55;9;0;0;0;0
4;1;1;5;32;884;502;9;251;173;20;18;6;4;6;14;0;0;0;1
4;1;11;16;66;480;276;4;112;61;16;51;26;0;3;3;0;0;0;0
4;1;1;5;40;579;343;15;106;78;29;70;27;1;8;6;0;0;0;3
4;1;14;19;52;604;373;18;141;107;42;32;25;2;3;3;0;0;0;0
4;1;5;10;58;793;551;13;218;197;24;47;28;1;4;19;0;0;0;0
4;1;1;6;29;0;3479;28;1282;509;402;884;331;3;36;3;0;0;0;1
4;1;4;3;36;774;491;43;247;138;21;23;14;0;3;2;0;0;0;0
4;1;16;21;91;1023;705;7;295;248;59;48;28;3;5;5;0;7;0;0
4;1;2;9;0;0;135;1;48;27;17;32;7;0;3;0;0;0;0;0
4;1;13;18;14;1020;595;23;246;191;41;57;22;4;3;8;0;0;0;0
4;1;2;8;21;876;524;5;198;95;68;92;54;1;10;1;0;0;0;0
4;1;17;22;28;870;555;6;238;253;12;20;12;2;5;6;0;0;1;0
4;1;2;8;17;710;450;0;147;93;55;113;32;0;10;0;0;0;0;0
4;1;14;19;58;418;307;0;123;61;63;35;25;0;0;0;0;0;0;0
4;1;17;22;3;943;484;5;215;114;33;77;36;2;1;1;0;0;0;0
4;1;7;12;39;828;451;18;175;95;41;88;28;0;6;0;0;0;0;0
4;1;16;21;54;718;506;40;194;152;44;32;28;0;4;0;0;12;0;0
4;1;18;23;32;605;422;14;145;117;54;41;50;0;1;0;0;0;0;0
4;1;4;3;50;641;367;2;168;86;32;44;27;1;5;2;0;0;0;0
4;1;5;10;38;770;359;1;169;102;23;28;15;1;9;11;0;0;0;0
4;1;10;15;25;917;504;7;214;126;38;84;19;2;5;9;0;0;0;0
4;1;9;14;51;646;374;5;135;113;37;56;24;1;2;1;0;0;0;0
4;1;8;13;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;18;23;4;632;466;7;213;162;32;29;22;1;0;0;0;0;0;0
4;1;4;3;7;925;547;10;209;118;49;98;52;2;6;3;0;0;0;0
4;1;17;22;158;0;13198;156;5759;4177;998;1175;715;32;117;39;0;0;30;0
4;1;1;5;13;723;450;7;196;93;21;80;27;2;17;6;0;0;0;1
4;1;15;20;47;622;387;25;177;110;20;26;18;2;1;8;0;0;0;0
4;1;5;10;69;964;575;24;224;251;25;31;9;2;4;5;0;0;0;0
4;1;16;21;49;622;402;21;164;168;18;8;10;0;3;2;0;8;0;0
4;1;7;12;2;787;426;9;199;130;15;43;23;0;3;4;0;0;0;0
4;1;5;10;123;1011;627;11;293;266;20;13;11;0;0;13;0;0;0;0
4;1;17;22;131;887;632;6;260;247;27;44;44;0;3;1;0;0;0;0
4;1;18;23;18;733;460;18;154;90;85;63;44;1;3;2;0;0;0;0
4;1;14;19;50;817;527;3;176;119;81;84;53;3;5;3;0;0;0;0
4;1;9;14;66;1172;673;7;235;274;47;62;27;2;9;10;0;0;0;0
4;1;5;10;129;876;562;12;226;255;26;12;20;0;4;7;0;0;0;0
4;1;18;23;5;522;402;11;166;134;38;33;19;1;0;0;0;0;0;0
4;1;2;8;11;804;490;8;159;100;49;105;63;0;6;0;0;0;0;0
4;1;4;3;19;887;542;18;203;110;53;92;51;2;10;3;0;0;0;0
4;1;9;14;7;933;592;4;197;106;93;127;57;0;7;1;0;0;0;0
4;1;3;2;33;480;287;7;137;107;12;15;6;0;1;2;0;0;0;0
4;1;4;3;42;565;354;4;131;74;43;64;32;1;5;0;0;0;0;0
4;1;5;10;133;1019;718;17;249;265;97;43;42;1;3;1;0;0;0;0
4;1;2;8;10;724;434;1;150;78;50;99;49;0;6;1;0;0;0;0
4;1;12;17;31;952;622;18;211;127;96;80;83;1;3;3;0;0;0;0
4;1;16;21;4;924;605;12;244;230;34;35;26;3;5;1;0;15;0;0
4;1;4;3;13;816;524;12;192;117;34;116;45;2;4;2;0;0;0;0
4;1;16;21;36;984;616;40;236;218;36;39;22;0;8;6;0;11;0;0
4;1;11;16;14;678;482;16;188;112;39;80;30;0;13;4;0;0;0;0
4;1;3;2;15;373;194;8;75;35;15;40;16;1;4;0;0;0;0;0
4;1;11;16;60;865;532;8;243;133;46;65;24;2;6;5;0;0;0;0
4;1;15;20;1;828;487;24;178;105;20;117;30;2;6;3;2;0;0;0
4;1;16;21;44;617;353;8;132;135;17;27;22;1;2;0;0;9;0;0
4;1;16;21;48;959;684;36;227;235;46;65;57;4;2;2;0;10;0;0
4;1;9;14;41;1033;676;18;236;164;99;107;49;2;1;0;0;0;0;0
4;1;3;2;85;497;369;3;134;176;26;16;10;1;2;1;0;0;0;0
4;1;7;12;8;733;382;6;173;105;19;49;19;2;2;7;0;0;0;0
4;1;17;22;38;438;275;8;130;96;12;16;11;0;0;2;0;0;0;0
4;1;10;15;9;778;436;20;146;114;25;93;22;3;8;5;0;0;0;0
4;1;11;16;0;0;257;6;103;73;20;34;18;1;2;0;0;0;0;0
4;1;18;23;79;711;524;8;174;134;67;64;72;0;5;0;0;0;0;0
4;1;5;10;42;854;511;8;205;225;37;20;6;0;2;8;0;0;0;0
4;1;11;16;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;17;22;17;783;502;12;216;206;21;25;14;0;5;2;0;0;1;0
4;1;5;10;67;975;560;9;221;228;41;26;19;0;3;13;0;0;0;0
4;1;3;2;22;709;408;6;171;89;43;63;29;0;6;1;0;0;0;0
4;1;9;14;4;707;443;6;160;122;54;60;37;3;1;0;0;0;0;0
4;1;4;3;22;894;494;11;231;80;23;95;43;1;5;5;0;0;0;0
4;1;6;11;65;1064;670;22;233;308;25;49;27;0;2;4;0;0;0;0
4;1;11;16;69;797;466;14;201;174;21;21;16;2;7;10;0;0;0;0
4;1;14;19;26;562;320;11;140;113;20;9;8;3;6;10;0;0;0;0
4;1;18;23;53;504;351;25;146;153;6;6;6;1;2;6;0;0;0;0
4;1;5;10;141;0;37;0;26;7;4;0;0;0;0;0;0;0;0;0
4;1;5;10;143;0;12236;129;5348;4054;922;1037;512;28;119;87;0;0;0;0
4;1;14;19;12;884;495;26;155;104;86;70;50;0;4;0;0;0;0;0
4;1;4;3;64;813;452;9;192;96;31;83;30;0;4;7;0;0;0;0
4;1;1;5;9;813;513;9;205;116;26;98;51;1;7;0;0;0;0;0
4;1;17;22;33;813;532;10;220;159;51;48;39;0;4;1;0;0;0;0
4;1;14;19;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;1;4;3;10;838;516;21;184;108;65;86;46;1;5;0;0;0;0;0
4;1;12;17;4;671;361;2;150;64;37;74;26;0;4;4;0;0;0;0
4;1;5;10;127;876;551;6;190;295;28;15;7;3;3;4;0;0;0;0
4;1;5;10;52;688;394;9;168;134;22;43;13;1;2;2;0;0;0;0
4;1;7;12;52;984;628;19;255;257;46;17;19;3;4;8;0;0;0;0
4;1;11;16;31;713;456;16;200;80;32;82;24;0;13;9;0;0;0;0
4;1;10;15;29;748;368;13;145;103;16;59;17;0;5;10;0;0;0;0
4;1;15;20;30;692;427;15;187;159;6;23;10;1;7;18;1;0;0;0
4;1;4;3;3;773;454;9;184;92;29;105;20;0;11;4;0;0;0;0
4;1;2;7;17;710;417;16;154;72;20;123;25;0;7;0;0;0;0;0
4;1;10;15;40;899;486;21;226;124;29;46;25;1;3;11;0;0;0;0
